,Name,Price,Rating,city,Kilometers,Year_of_Purchase,Owner,Fuel_Type,Transmission,RTO,Insurance,Insurance_Type,Month_of_Purchase
5550, Maruti Swift VXI ABS,250000,3.6,chennai,68753,2011,Second ,Petrol,MANUAL,RTOTN01,17/3/2021,Comprehensive,April
5551, Renault Scala RXL DIESEL,262254,4.3,chennai,54033,2012,First ,Diesel,MANUAL,RTOTN06,,Expired,December
5552, Tata Bolt XT REVOTRON,250000,4,chennai,41458,2014,Second ,Petrol,MANUAL,RTOTN18,3/9/2021,Third_party,November
5553, Maruti Alto  VXI (O),340000,4.9,chennai,6003,2018,First ,Petrol,,RTOTN02,18/8/2021,ZeroDepreciation,July
5554, Hyundai Elite i Magna Executive .,625000,4.8,chennai,8832,2018,First ,Petrol,MANUAL,RTOTN12,29/9/2021,ZeroDepreciation,September
5555, Mahindra E Plus P AT ,460000,4.8,chennai,30664,2017,First ,Electric,,RTOTN01,,Expired,January
5556, Volkswagen Polo HIGHLINE.L PETROL,500000,4.3,chennai,33917,2016,First ,Petrol,MANUAL,RTOTN01,19/2/2021,Comprehensive,January
5557, Renault Kwid . RXT Opt,380000,4.7,chennai,14551,2018,First ,Petrol,MANUAL,RTOTN19,29/8/2021,Comprehensive,July
5558, Volkswagen Polo COMFORTLINE  CUP EDITION ,620000,4.9,chennai,6380,2019,First ,Petrol,,RTOTN10,29/6/2022,Third_party,January
5559, Datsun Redi Go . T(O),283000,4.8,chennai,11632,2018,First ,Petrol,,RTOTN05,28/11/2021,Comprehensive,April
5560, Maruti Alto  LXI,250000,4.3,chennai,27889,2013,First ,Petrol,MANUAL,RTOTN02,25/1/2021,Comprehensive,December
5561, Ford Figo . EXI DURATORQ ,190000,4.1,chennai,67699,2010,First ,Diesel,MANUAL,RTOTN06,27/8/2021,Comprehensive,August
5562, Maruti Celerio VXI AMT,480000,4.8,chennai,24798,2018,First ,Petrol,AUTOMATIC,RTOKA05,3/11/2021,Third_party,September
5563, Hyundai NEW SANTRO SPORTZ .,500000,4.9,chennai,18060,2020,First ,Petrol,,RTOTN10,15/6/2021,ZeroDepreciation,February
5564, Hyundai Grand i MAGNA . KAPPA VTVT,510000,4.7,chennai,16426,2018,First ,Petrol,MANUAL,RTOTN06,6/2/2021,ZeroDepreciation,January
5565, Honda City V MT PETROL,400000,3.9,chennai,51928,2012,First ,Petrol,MANUAL,RTOTN04,29/4/2021,Comprehensive,February
5566, Maruti Ciaz VXI OPT,630000,4.8,chennai,22271,2016,Second ,Petrol,MANUAL,RTOTN06,20/1/2022,Comprehensive,March
5567, Renault Kwid RXL,365000,4.9,chennai,3896,2019,First ,Petrol,MANUAL,RTOTN19,,Expired,July
5568, Mahindra Verito . D BS IV,500000,4.8,chennai,18821,2018,Second ,Diesel,MANUAL,RTOTN19,9/10/2020,Comprehensive,February
5569, Maruti Swift VXI,345900,4.2,chennai,40045,2011,First ,Petrol,MANUAL,RTOTN04,11/11/2021,Comprehensive,October
5570, Honda Amaze . SMT I DTEC,362233,4.1,chennai,49227,2013,First ,Diesel,MANUAL,RTOTN02,22/9/2021,Comprehensive,September
5571, Maruti Baleno DELTA . K ,650000,4.9,chennai,6463,2018,First ,Petrol,MANUAL,RTOTN04,7/1/2022,Third_party,November
5572, Hyundai i SPORTZ .,185000,3.9,chennai,53450,2010,Third ,Petrol,MANUAL,RTOTN18,,Expired,May
5573, Maruti Eeco  STR WITH AC PLUSHTR,420000,4.3,chennai,23602,2018,First ,Petrol,MANUAL,RTOTN05,12/9/2021,Third_party,August
5574, Renault Kwid RXT,325000,4.7,chennai,6851,2016,First ,Petrol,MANUAL,RTOTN11,,Expired,April
5575, Maruti Wagon R Stingray VXI,330000,4.3,chennai,33253,2014,First ,Petrol,MANUAL,RTOTN12,,Expired,June
5576, Maruti Swift ZXI,437000,4.3,chennai,56963,2013,First ,Petrol,MANUAL,RTOTN10,16/8/2021,Comprehensive,June
5577, Renault Duster RXL PLUS DIESEL ,560000,4.5,chennai,47565,2014,First ,Diesel,MANUAL,RTOTN09,1/12/2021,Comprehensive,December
5578, Maruti Wagon R . VXI AMT,387000,4.3,chennai,41877,2016,First ,Petrol,AUTOMATIC,RTOTN18,19/7/2021,ZeroDepreciation,April
5579, Honda City ZX . EXI,160000,3.9,chennai,44991,2006,First ,Petrol,,RTOTN07,,Expired,February
5580, Maruti Celerio ZXI OPT AMT,500000,4.8,chennai,6484,2018,First ,Petrol,AUTOMATIC,RTOTN18,29/7/2021,Comprehensive,July
5581, Honda Brio . VX MT I VTEC,480000,4.7,chennai,31647,2017,First ,Petrol,MANUAL,RTOTN06,5/3/2021,ZeroDepreciation,January
5582, Hyundai i ASTA . CRDI,380000,4,chennai,47337,2012,Second ,Diesel,MANUAL,RTOTN18,7/11/2021,Comprehensive,August
5583, Maruti Alto  LXI,331000,4.7,chennai,8082,2017,First ,Petrol,MANUAL,RTOTN18,9/12/2020,ZeroDepreciation,October
5584, Maruti Swift VXI OPT,475000,4.5,chennai,42495,2016,First ,Petrol,MANUAL,RTOTN12,19/12/2020,ZeroDepreciation,July
5585, Chevrolet Beat LS DIESEL,200000,4.3,chennai,38572,2012,First ,Diesel,MANUAL,RTOTN07,19/5/2021,Comprehensive,January
5586, Maruti  AC,120000,4,chennai,21235,2007,First ,Petrol,MANUAL,RTOTN10,24/6/2021,Comprehensive,June
5587, Maruti  AC,86000,3.6,chennai,44556,2006,Second ,Petrol,MANUAL,RTOTN09,6/2/2021,Comprehensive,January
5588, Hyundai i SPORTZ .,225000,3.8,chennai,55485,2009,Second ,Petrol,MANUAL,RTOTN07,9/6/2021,Comprehensive,January
5589, Honda Amaze . SX MT I VTEC,400000,4.3,chennai,36757,2014,Second ,Petrol,MANUAL,RTOTN14,26/9/2021,ZeroDepreciation,August
5590, Maruti Wagon R . VXI,400565,4.3,chennai,28247,2014,First ,Petrol,MANUAL,RTOTN13,2/11/2021,Comprehensive,October
5591, Ford Ikon . CLXI,90000,3.3,chennai,2477,2003,Seventh ,Petrol + LPG,MANUAL,RTOTN09,17/8/2021,Third_party,April
5592, Maruti Celerio VXI AMT,400000,4.4,chennai,20818,2015,First ,Petrol,AUTOMATIC,RTOKL46,26/2/2021,ZeroDepreciation,September
5593, Renault Kwid CLIMBER . AT,410000,4.4,chennai,25174,2018,First ,Petrol,,RTOTN12,22/9/2021,Third_party,January
5594, Mahindra Scorpio DX . TURBO  STR,265000,3.5,chennai,170239,2006,Third ,Diesel,MANUAL,RTOTN07,,Expired,January
5595, Maruti  AC,24300,3.3,chennai,77663,1996,Third ,Petrol,MANUAL,RTOTN04,,Expired,January
5596, Maruti A Star VXI,240000,4.1,chennai,39685,2011,Second ,Petrol,MANUAL,RTOTN22,12/9/2021,Third_party,August
5597, Maruti Swift VXI,590000,4.8,chennai,18328,2018,First ,Petrol,MANUAL,RTOTN02,5/9/2021,ZeroDepreciation,August
5598, Tata Indica V Xeta GLS BS III,55000,3.1,chennai,60002,2007,Second ,Petrol,MANUAL,RTOTN07,,Expired,January
5599, Honda City SV MT PETROL,700000,4.7,chennai,19679,2016,First ,Petrol,MANUAL,RTOTN09,29/8/2021,ZeroDepreciation,July
5600, Maruti New  Wagon-R VXI .L,488704,4.9,chennai,17273,2019,First ,Petrol,,RTOTN07,7/9/2022,ZeroDepreciation,August
5601, Maruti Swift Dzire ZXI . BS IV,530000,4.5,chennai,21809,2015,First ,Petrol,MANUAL,RTOTN05,22/7/2021,Comprehensive,April
5602, Honda Amaze . SMT I VTEC,435000,4.3,chennai,41958,2015,First ,Petrol,MANUAL,RTOTN01,9/1/2021,ZeroDepreciation,October
5603, Maruti Alto  LXI,230000,4.1,chennai,51898,2013,First ,Petrol,MANUAL,RTOTN11,22/3/2021,Comprehensive,March
5604, Maruti S PRESSO VXI PLUS AGS ,565000,4.9,chennai,6559,2020,First ,Petrol,,RTOTN05,1/3/2021,ZeroDepreciation,January
5605, Maruti Alto  VXI,315000,4.9,chennai,11823,2018,First ,Petrol,MANUAL,RTOTN01,23/4/2021,Comprehensive,April
5606, Hyundai Grand i ASTA . KAPPA VTVT,550000,4.8,chennai,7641,2018,First ,Petrol,MANUAL,RTOTN11,29/8/2021,ZeroDepreciation,April
5607, Tata Tiago XZ+ . Revotron,550000,4.9,chennai,15279,2019,First ,Petrol,,RTOTN01,29/5/2022,Third_party,February
5608, Datsun Redi Go A,220000,4.3,chennai,30598,2018,First ,Petrol,MANUAL,RTOTN11,,Expired,May
5609, Renault Kwid RXT,300000,4.5,chennai,31719,2016,Second ,Petrol,MANUAL,RTOTN02,11/6/2021,Comprehensive,August
5610, Maruti Wagon R . VXI AMT,450000,4.5,chennai,11849,2017,Second ,Petrol,AUTOMATIC,RTOTN03,13/1/2022,Comprehensive,February
5611, Tata Nano CX,50000,3.5,chennai,9069,2009,First ,Petrol,MANUAL,RTOTN07,5/5/2021,Comprehensive,September
5612, Maruti  DX  SPEED,60000,3.4,chennai,35341,2001,First ,Petrol,MANUAL,RTOTN22,8/1/2022,Comprehensive,November
5613, Maruti Swift ZXI AMT,666000,4.8,chennai,23306,2018,First ,Petrol,AUTOMATIC,RTOTN09,10/11/2021,Comprehensive,July
5614, Nissan Micra XL (O) CVT ,550000,4.9,chennai,13151,2019,First ,Petrol,,RTOTN13,15/2/2021,ZeroDepreciation,June
5615, Hyundai i ERA . IRDE,200000,4.1,chennai,24674,2009,First ,Petrol,MANUAL,RTOTN09,9/1/2021,Comprehensive,September
5616, Honda City ZX GXI,180000,3.7,chennai,73180,2008,Fourth ,Petrol,MANUAL,RTOTN02,,Expired,February
5617, Honda Amaze . SMT I DTEC,460000,4.3,chennai,52969,2015,Second ,Diesel,MANUAL,RTOTN07,28/7/2021,Comprehensive,June
5618, Maruti Dzire VXI,620000,4.7,chennai,17635,2018,First ,Petrol,MANUAL,RTOTN07,18/6/2021,Comprehensive,May
5619, Hyundai Xcent S .,425211,4.4,chennai,36307,2016,First ,Petrol,MANUAL,RTOTN06,23/2/2021,ZeroDepreciation,October
5620, Maruti Wagon R . VXI,410000,4.4,chennai,40247,2017,First ,Petrol,MANUAL,RTOTN09,21/2/2021,Comprehensive,January
5621, Maruti Swift VXI Glory edition,450000,3.9,chennai,46536,2015,First ,Petrol,,RTOTN14,23/11/2021,Comprehensive,October
5622, Ford Ecosport . TITANIUM PLUS TI VCT AT,978000,5,chennai,2869,2020,First ,Petrol,,RTOPY05,1/3/2023,ZeroDepreciation,February
5623, Honda Brio . S MT I VTEC,330000,4.3,chennai,57044,2012,Second ,Petrol,MANUAL,RTOTN09,13/2/2022,Comprehensive,January
5624, Volkswagen Cross Polo HIGHLINE TDI,495000,4.4,chennai,38233,2015,First ,Diesel,MANUAL,RTOTN04,,Expired,February
5625, Hyundai Verna FLUIDIC . SX VTVT,310000,3.9,chennai,29962,2011,Third ,Petrol,MANUAL,RTOTN04,28/5/2021,Comprehensive,April
5626, Tata Indica V LS,170000,3.7,chennai,96024,2016,Second ,Diesel,MANUAL,RTOTN14,,Expired,April
5627, Hyundai Verna FLUIDIC . SX VTVT OPT AT,539000,4.3,chennai,44525,2012,First ,Petrol,AUTOMATIC,RTOTN01,5/2/2021,Comprehensive,January
5628, Maruti Omni  SEATER,65000,2.9,chennai,40341,2007,Fourth ,Petrol + LPG,MANUAL,RTOTN07,19/1/2021,Third_party,January
5629, Toyota Innova Crysta . VX  STR,2251000,5,chennai,3127,2020,First ,Diesel,MANUAL,RTOTN09,30/5/2021,ZeroDepreciation,March
5630, Hyundai i MAGNA . IRDE,231000,3.9,chennai,14815,2008,First ,Petrol,MANUAL,RTOTN04,17/2/2021,Comprehensive,January
5631, Maruti New  Wagon-R ZXI .L AGS,610000,4.9,chennai,7193,2019,First ,Petrol,,RTOTN13,13/10/2020,ZeroDepreciation,September
5632, Hyundai Verna FLUIDIC . VTVT CX,550000,4.5,chennai,30667,2014,First ,Petrol,,RTOTN19,7/1/2022,Comprehensive,April
5633, Maruti IGNIS DELTA . K ,540000,4.8,chennai,5992,2019,First ,Petrol,MANUAL,RTOTN03,18/8/2022,Third_party,May
5634, Datsun Redi Go A,285000,4.6,chennai,18338,2019,First ,Petrol,MANUAL,RTOTN22,,Expired,August
5635, Honda Jazz . SV MT ,530000,4.6,chennai,21682,2017,First ,Petrol,MANUAL,RTOMH04,19/5/2021,ZeroDepreciation,April
5636, Hyundai Elite i SPORTZ .,525000,4.1,chennai,35599,2014,First ,Petrol,MANUAL,RTOTN11,10/10/2021,Comprehensive,October
5637, Honda City SV MT PETROL,545823,4.1,chennai,40512,2015,First ,Petrol,MANUAL,RTOTN14,23/2/2021,Comprehensive,January
5638, Renault Kwid RXT Opt,370000,4.7,chennai,14038,2018,First ,Petrol,MANUAL,RTOTN07,15/7/2021,ZeroDepreciation,February
5639, Maruti Baleno DELTA . K ,650000,4.7,chennai,9113,2019,First ,Petrol,MANUAL,RTOTN01,,Expired,June
5640, Renault TRIBER . RXZ ,775000,4.9,chennai,2763,2020,First ,Petrol,,RTOTN07,11/10/2021,ZeroDepreciation,March
5641, Ford Fiesta Classic . CLXI TDCI,340000,4.1,chennai,43073,2014,First ,Diesel,MANUAL,RTOTN05,23/11/2020,Comprehensive,April
5642, Hyundai i SPORTZ . KAPPA,280000,4.2,chennai,74356,2012,Second ,Petrol,MANUAL,RTOTN02,,Expired,March
5643, Nissan Sunny XV PETROL,400000,4.1,chennai,49967,2012,Second ,Petrol,MANUAL,RTOTN06,21/9/2021,Third_party,August
5644, Tata Safari X EX DICOR . VTT,384000,3.8,chennai,22562,2011,Second ,Diesel,MANUAL,RTOTN05,1/9/2021,Third_party,June
5645, Tata Indigo LX,50000,1,chennai,47420,2003,Second ,Diesel,MANUAL,RTOTN37,,Expired,January
5646, Tata Nano XT TWIST,125000,4.3,chennai,38481,2015,Second ,Petrol,MANUAL,RTOTN07,18/7/2021,Third_party,January
5647, Volkswagen Polo HIGHLINE.L DIESEL,530000,4.5,chennai,10665,2015,First ,Diesel,MANUAL,RTOTN55,,Expired,January
5648, Ford Figo Aspire . TREND DIESEL,426432,4.4,chennai,24785,2016,Second ,Diesel,MANUAL,RTOTS07,20/3/2021,Comprehensive,January
5649, Maruti Swift VXI,590000,4.9,chennai,15737,2018,First ,Petrol,MANUAL,RTOTN05,28/7/2021,Comprehensive,July
5650, Hyundai Elite i SPORTZ (O) .,600000,4.7,chennai,22631,2015,First ,Petrol,MANUAL,RTOKA51,3/11/2021,ZeroDepreciation,October
5651, Maruti OMNI E  STR,305947,4.3,chennai,32561,2017,First ,Petrol,,RTOTN07,20/2/2022,ZeroDepreciation,December
5652, Maruti OMNI E  STR,210000,3.1,chennai,57760,2014,Second ,Petrol,,RTOTN19,,Expired,January
5653, Hyundai Santro LE,40000,3.1,chennai,99034,1999,Second ,Petrol,MANUAL,RTOTN07,,Expired,January
5654, Honda Amaze . SMT I VTEC,470683,4.4,chennai,34190,2016,First ,Petrol,MANUAL,RTOTN05,29/9/2021,ZeroDepreciation,June
5655, Volkswagen Ameo HIGHLINE .,425000,4.5,chennai,26285,2016,Second ,Petrol,MANUAL,RTOTN02,,Expired,August
5656, Renault Kwid RXL,380000,4.7,chennai,7853,2019,First ,Petrol,MANUAL,RTOTN10,13/7/2021,Comprehensive,June
5657, Honda Mobilio . V I VTEC,600000,4.2,chennai,21676,2015,First ,Petrol,MANUAL,RTOTN22,14/6/2021,ZeroDepreciation,May
5658, Hyundai i ERA,225000,4.2,chennai,42849,2010,Second ,Petrol,MANUAL,RTOTN02,7/9/2021,Comprehensive,January
5659, Hyundai Eon ERA PLUS,186296,4,chennai,38826,2014,First ,Petrol,MANUAL,RTOUP33,5/8/2021,Comprehensive,June
5660, Hyundai Grand i ASTA . KAPPA VTVT OPT,350000,3.9,chennai,46120,2014,Third ,Petrol,MANUAL,RTOTN07,1/12/2021,Comprehensive,July
5661, Hyundai i SPORTZ . AT VTVT,400000,4.1,chennai,41652,2013,Second ,Petrol,,RTOTN11,6/10/2021,Comprehensive,September
5662, Maruti Baleno DELTA . K ,669356,4.8,chennai,5890,2018,First ,Petrol,MANUAL,RTOTN05,7/11/2020,ZeroDepreciation,September
5663, Toyota Etios G,360793,4.2,chennai,59647,2011,First ,Petrol,MANUAL,RTOTN10,28/5/2021,Comprehensive,November
5664, Maruti Celerio VDI ,350000,4.4,chennai,43476,2015,First ,Diesel,MANUAL,RTOTN06,26/9/2021,Third_party,December
5665, Hyundai i MAGNA . IRDE,450000,4.7,chennai,10884,2016,First ,Petrol,MANUAL,RTOTN10,17/5/2021,Comprehensive,August
5666, Hyundai Grand i SPORTS . VTVT,530000,4.9,chennai,7803,2018,First ,Petrol,MANUAL,RTOTN05,,Expired,February
5667, Honda City VX MT PETROL,640000,4.5,chennai,42919,2015,First ,Petrol,MANUAL,RTOTN12,27/7/2021,Comprehensive,January
5668, Maruti Eeco  STR CNG WITH AC PLUSHTR,430000,4.5,chennai,25779,2018,First ,Petrol + LPG,MANUAL,RTOTN85,,Expired,February
5669, Hyundai Grand i Sportz(O) . MT,545000,4.6,chennai,10563,2017,First ,Petrol,,RTOTN22,27/6/2021,ZeroDepreciation,March
5670, Hyundai Eon ERA PLUS,264720,4.3,chennai,30925,2014,First ,Petrol,MANUAL,RTOTN07,,Expired,February
5671, Skoda Superb . TDI,200000,3.4,chennai,53395,2008,Third ,Diesel,MANUAL,RTOTN09,18/6/2021,Comprehensive,March
5672, Honda Amaze . SMT I DTEC,443000,4.4,chennai,37651,2014,First ,Diesel,MANUAL,RTOTN11,13/8/2021,Comprehensive,June
5673, Hyundai Elite i . MAGNA PLUS VTVT,670000,4.9,chennai,4669,2019,First ,Petrol,,RTOTN01,29/9/2021,Comprehensive,July
5674, Maruti Swift VXI .,198288,3.6,chennai,89303,2006,Fourth ,Petrol,MANUAL,RTOKA53,20/8/2021,Comprehensive,January
5675, Hyundai Eon ERA PLUS,300000,4.3,chennai,15376,2012,First ,Petrol,MANUAL,RTOTN01,24/10/2021,Comprehensive,July
5676, Tata Indica EV Xeta GLS,45000,3.7,chennai,42451,2006,Third ,Petrol + CNG,MANUAL,RTOMH02,12/11/2021,Third_party,May
5677, Maruti Dzire VXI,625000,4.9,chennai,16652,2018,First ,Petrol,MANUAL,RTOTN85,3/10/2021,ZeroDepreciation,August
5678, Honda City ZX . EXI,185000,3.6,chennai,97940,2006,Third ,Petrol + LPG,,RTOTN07,27/11/2021,Comprehensive,November
5679, Ford Figo . EXI DURATORQ ,230000,3.8,chennai,54844,2012,Second ,Diesel,MANUAL,RTOTN22,10/12/2020,Comprehensive,October
5680, Mahindra Scorpio SLX . TURBO  STR,214344,3.5,chennai,150332,2006,Second ,Diesel,MANUAL,RTOTN22,26/9/2021,Comprehensive,January
5681, Volkswagen Polo HIGHLINE.L DIESEL,450000,4.2,chennai,48928,2014,First ,Diesel,MANUAL,RTOTN11,,Expired,October
5682, Renault Kwid . RXT Opt,400000,4.9,chennai,6959,2019,First ,Petrol,MANUAL,RTOAP39,24/12/2020,ZeroDepreciation,November
5683, Maruti Eeco  STR WITH AC PLUSHTR,523000,4.9,chennai,3096,2020,First ,Petrol,MANUAL,RTOTN13,3/3/2023,ZeroDepreciation,February
5684, Toyota YARIS J CVT,1000000,5,chennai,2938,2020,First ,Petrol,,RTOTN07,26/2/2021,Comprehensive,January
5685, Hyundai i SPORTZ . CRDI,350000,3.9,chennai,45807,2013,Second ,Diesel,MANUAL,RTOTN05,13/10/2021,Third_party,January
5686, Ford Ikon . FLAIR,75000,3.7,chennai,62475,2006,Second ,Petrol,MANUAL,RTOKL45,9/8/2021,Comprehensive,January
5687, Hyundai Santro Xing GLS,175000,4.1,chennai,31592,2008,Second ,Petrol,MANUAL,RTOTN20,20/10/2021,Comprehensive,March
5688, Hyundai Grand i SPORTZ . KAPPA VTVT,375000,4.4,chennai,19834,2016,First ,Petrol,MANUAL,RTODL10,30/12/2021,ZeroDepreciation,June
5689, Maruti Swift LXI,515000,4.5,chennai,29621,2018,First ,Petrol,MANUAL,RTOTN11,29/10/2020,Comprehensive,October
5690, Toyota Etios G,400000,3.9,chennai,36863,2011,First ,Petrol,MANUAL,RTOTN01,9/5/2021,Comprehensive,June
5691, Toyota Etios Liva VX DUAL TONE,680000,4.8,chennai,4536,2019,First ,Petrol,,RTOTN05,26/8/2022,Third_party,May
5692, Renault Kwid RXT . EASY-R  AT,370000,4.7,chennai,32014,2017,First ,Petrol,,RTOTN02,17/10/2021,Comprehensive,February
5693, Hyundai Eon MAGNA PLUS,247150,4.3,chennai,44925,2014,First ,Petrol,MANUAL,RTOTN22,,Expired,September
5694, Maruti Alto  VXI,325000,4.8,chennai,14406,2019,First ,Petrol,MANUAL,RTOTN03,28/5/2022,Third_party,March
5695, Nissan Micra XV DIESEL,300000,4.3,chennai,33110,2013,First ,Diesel,MANUAL,RTOTN06,29/5/2021,Comprehensive,May
5696, Maruti Ritz VXI BS IV,230000,4.2,chennai,37900,2010,Second ,Petrol,MANUAL,RTOTN02,2/12/2021,Third_party,September
5697, Maruti Baleno DELTA . K ,570000,4.6,chennai,26423,2016,First ,Petrol,MANUAL,RTOTN10,7/12/2021,ZeroDepreciation,November
5698, Hyundai Elite i MAGNA .,625000,4.8,chennai,18604,2016,First ,Petrol,MANUAL,RTOTN09,16/9/2021,Comprehensive,August
5699, Maruti Swift Dzire ZXI . BS IV,400000,4.2,chennai,51225,2013,First ,Petrol,MANUAL,RTOTN10,,Expired,October
5700, Maruti Dzire ZXI,690000,4.8,chennai,11813,2018,First ,Petrol,MANUAL,RTOTN03,16/9/2021,ZeroDepreciation,April
5701, Maruti Swift VDI,380000,4.3,chennai,63722,2012,First ,Diesel,MANUAL,RTOTN11,,Expired,November
5702, Honda Amaze . SMT I VTEC,335000,4.6,chennai,44176,2013,First ,Petrol,MANUAL,RTOGJ06,,Expired,August
5703, Hyundai Grand i Sportz. CRDI,535000,4.8,chennai,21877,2017,First ,Diesel,MANUAL,RTOTN13,18/11/2020,Comprehensive,August
5704, Maruti Swift VXI,675000,4.8,chennai,12646,2019,First ,Petrol,MANUAL,RTOTN09,17/2/2021,ZeroDepreciation,January
5705, Mahindra Xylo E ABS AIRBAG BS IV,550000,3.9,chennai,54375,2012,First ,Diesel,MANUAL,RTOTN18,4/11/2020,Comprehensive,April
5706, Honda Civic .S AT,230000,3.6,chennai,69488,2007,Third ,Petrol,AUTOMATIC,RTOTN01,6/1/2022,Third_party,April
5707, Chevrolet Sail . LS ABS,280000,4.3,chennai,19132,2013,First ,Petrol,MANUAL,RTOAP10,10/4/2021,Comprehensive,March
5708, Tata Tiago XT . REVOTRON,480000,4.9,chennai,9787,2019,First ,Petrol,MANUAL,RTOTN13,4/6/2022,Third_party,February
5709, Ford FREESTYLE TITANIUM + . TI-VCT,645000,4.9,chennai,20506,2018,First ,Petrol,,RTOTN22,11/5/2023,Third_party,August
5710, Nissan Micra XV PETROL,205000,3.9,chennai,71607,2011,Third ,Petrol,MANUAL,RTOTN04,29/8/2021,Comprehensive,March
5711, Hyundai Eon Magna+ SE,360000,4.3,chennai,15760,2017,First ,Petrol,,RTOTN14,,Expired,June
5712, Hyundai Santro Xing XS,100000,3.5,chennai,146577,2004,Fourth ,Petrol,MANUAL,RTOTN09,28/6/2021,Comprehensive,September
5713, Maruti Swift VXI,600000,4.8,chennai,24813,2018,First ,Petrol,MANUAL,RTOTN18,23/7/2021,Third_party,March
5714, Maruti Swift ZXI+ BS IV,650000,4.8,chennai,17010,2018,First ,Petrol,,RTOTN18,23/4/2021,ZeroDepreciation,April
5715, Tata Nano LX,75000,3.9,chennai,60291,2012,Third ,Petrol,MANUAL,RTOKA03,,Expired,April
5716, Hyundai Elite i MAGNA .,528798,4.7,chennai,23434,2016,First ,Petrol,MANUAL,RTOTN09,,Expired,July
5717, Maruti Zen Estilo LXI,200000,4.3,chennai,31326,2007,First ,Petrol,MANUAL,RTOTN63,15/12/2020,Comprehensive,November
5718, Hyundai i Active . SX,620000,4.9,chennai,19222,2016,First ,Petrol,MANUAL,RTOTN66,27/7/2021,ZeroDepreciation,June
5719, Maruti Baleno ALPHA DDIS  ,650000,4.7,chennai,24368,2016,Second ,Diesel,MANUAL,RTOTN09,7/3/2021,ZeroDepreciation,October
5720, Maruti Alto LXI,210000,4.1,chennai,5614,2009,First ,Petrol,MANUAL,RTOTN02,23/6/2021,Comprehensive,May
5721, Mahindra Verito . D BS IV,80000,3.7,chennai,73473,2011,Second ,Diesel,MANUAL,RTOTS09,,Expired,July
5722, Honda City V AT,414000,4.2,chennai,66763,2012,Second ,Petrol,AUTOMATIC,RTOTN22,8/1/2021,Comprehensive,September
5723, Maruti  DX,60000,3.2,chennai,53413,1999,Second ,Petrol,MANUAL,RTOTN02,23/9/2021,Third_party,August
5724, Volkswagen Vento HIGHLINE DIESEL,400000,4,chennai,54571,2014,Third ,Diesel,MANUAL,RTOTN09,,Expired,June
5725, Volkswagen Vento HIGHLINE PETROL,355000,3.9,chennai,60259,2011,Second ,Petrol,MANUAL,RTOTN01,,Expired,April
5726, Toyota Corolla Altis D D G,600000,4.5,chennai,23225,2011,First ,Diesel,MANUAL,RTOTN10,21/2/2021,Comprehensive,February
5727, Honda Amaze . SX MT I VTEC,590000,4.7,chennai,21960,2017,First ,Petrol,MANUAL,RTOTN05,14/10/2020,Comprehensive,September
5728, Ford Figo Aspire . TITANIUM PETROL,593750,4.9,chennai,13128,2018,First ,Petrol,MANUAL,RTOTN19,,Expired,January
5729, Maruti Ciaz ZXI,610000,4.6,chennai,24372,2015,First ,Petrol,MANUAL,RTOTN10,21/10/2021,Comprehensive,July
5730, Maruti Wagon R Stingray VXI,330000,4.4,chennai,54049,2015,First ,Petrol,MANUAL,RTOTN09,5/10/2021,Comprehensive,March
5731, Ford Figo . ZXI DURATEC ,230000,4.2,chennai,58999,2010,Second ,Petrol,MANUAL,RTOTN22,22/10/2021,Third_party,August
5732, Maruti Ritz VXI BS IV,199000,3.4,chennai,1,2010,First ,Petrol,MANUAL,RTOTN20,15/1/2021,Comprehensive,November
5733, Volkswagen Ameo HIGHLINE PLUS .,650000,4.8,chennai,9294,2018,First ,Petrol,,RTOTN19,27/11/2021,Third_party,July
5734, Hyundai Eon ERA PLUS,280000,4.5,chennai,36819,2016,First ,Petrol,MANUAL,RTOTN11,2/7/2021,ZeroDepreciation,January
5735, Maruti Swift VDI ABS,465000,4.2,chennai,56565,2015,First ,Diesel,MANUAL,RTOTN11,5/8/2021,Comprehensive,June
5736, Hyundai i ERA . IRDE,195000,3.9,chennai,54953,2010,First ,Petrol,MANUAL,RTOPY01,,Expired,July
5737, Maruti Ciaz DELTA . DDIS SHVS ,630000,4.3,chennai,62294,2017,First ,Diesel,MANUAL,RTOTN87,27/6/2021,Comprehensive,April
5738, Chevrolet Spark LT .,120000,3.8,chennai,47824,2008,Third ,Petrol,MANUAL,RTOTN07,7/3/2021,Comprehensive,February
